"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"IBM","International Business Machines Corporation","145.65","142668519448.2","n/a","United States","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ibm",
"IGT","International Game Technology","16.44","2840709127.44","n/a","United States","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/igt",
"IP","International Paper Company","41.5","17336257849.5","n/a","United States","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ip",
"ISH","International Shipholding Corporation","4.43","32486988.58","n/a","United States","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/ish",
"ISH^A","International Shipholding Corporation","88.3","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ish^a",
"ISH^B","International Shipholding Corporation","84","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ish^b",
"ISCA","International Speedway Corporation","31.92","1488815768.16","n/a","United States","1996","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/isca",
"PTNT","Internet Patents Corporation","2.9","29213695.2","n/a","United States","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ptnt",
"INPH","Interphase Corporation","0.1704","1430334.3624","n/a","United States","1984","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/inph",
"IPG","Interpublic Group of Companies, Inc. (The)","19.8","8125941700.8","n/a","United States","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/ipg",
"XENT","Intersect ENT, Inc.","26.17","732499425.31","n/a","United States","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xent",
"INTX","Intersections, Inc.","1.94","39146171.66","n/a","United States","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx",
"ISIL","Intersil Corporation","10.66","1408373392.14","n/a","United States","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/isil",
"IPL^D","Interstate Power and Light Company","25.26","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ipl^d",
"IILG","Interval Leisure Group, Inc.","19.52","1121924785.6","n/a","United States","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/iilg",
"INTT","inTest Corporation","4.08","43095726.24","n/a","United States","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/intt",
"IVAC","Intevac, Inc.","4.8","106251974.4","n/a","United States","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ivac",
"INTL","INTL FCStone Inc.","25.87","492062042.42","n/a","United States","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intl",
"INTLL","INTL FCStone Inc.","25.6001","0","n/a","United States","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/intll",
"ITCI","Intra-Cellular Therapies Inc.","26.7","936001768.2","n/a","United States","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/itci",
"IL","IntraLinks Holdings, Inc.","9.54","552251901.6","n/a","United States","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/il",
"IPI","Intrepid Potash, Inc","7.08","539283854.88","n/a","United States","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/ipi",
"IIN","IntriCon Corporation","7.34","43792722.74","n/a","United States","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/iin",
"INTU","Intuit Inc.","88.82","24630372744.92","n/a","United States","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/intu",
"ISRG","Intuitive Surgical, Inc.","510.58","18901222289.6","n/a","United States","2000","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/isrg",
"INUV","Inuvo, Inc","2.73","66262420.77","n/a","United States","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/inuv",
"IVC","Invacare Corporation","15.05","489457093.3","n/a","United States","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ivc",
"INVN","InvenSense, Inc.","9.96","913441560","n/a","United States","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/invn",
"INVT","Inventergy Global, Inc.","0.42","15337892.64","n/a","United States","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/invt",
"SNAK","Inventure Foods, Inc.","8.11","158822606.72","n/a","United States","1996","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/snak",
"VKI","Invesco Advantage Municipal Income Trust II","11.08","491740937.08","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vki",
"VBF","Invesco Bond Fund","17.63","200577726.47","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vbf",
"VCV","Invesco California Value Municipal Income Trust","12.38","592468681.98","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcv",
"VLT","Invesco High Income Trust II","13.6","110410634.4","n/a","United States","1989","n/a","n/a","http://www.nasdaq.com/symbol/vlt",
"IVR","INVESCO MORTGAGE CAPITAL INC","13.45","1656260814.6","n/a","United States","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ivr",
"IVR^B","INVESCO MORTGAGE CAPITAL INC","23.25","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^b",
"IVR^A","Invesco Mortgage Capital Inc.","24.55","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^a",
"OIA","Invesco Municipal Income Opportunities Trust","6.65","315379535.1","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oia",
"VMO","Invesco Municipal Opportunity Trust","12.4","835673770.4","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmo",
"VKQ","Invesco Municipal Trust","12.02","664949116.52","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vkq",
"VPV","Invesco Pennsylvania Value Municipal Income Trust","12.01","286192823.44","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vpv",
"IVZ","Invesco Plc","32.66","14001967634.96","n/a","United States","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ivz",
"IQI","Invesco Quality Municipal Income Trust","11.85","626672994.45","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iqi",
"VVR","Invesco Senior Income Trust","4.2","756151872","n/a","United States","1998","n/a","n/a","http://www.nasdaq.com/symbol/vvr",
"VTN","Invesco Trust  for Investment Grade New York Municipal","13.44","261532427.52","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtn",
"VGM","Invesco Trust for Investment Grade Municipals","12.79","693541535.84","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgm",
"IIM","Invesco Value Municipal Income Trust","15.42","725171035.26","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iim",
"ISTR","Investar Holding Corporation","16","116675760","n/a","United States","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/istr",
"ITG","Investment Technology Group, Inc.","12.71","431716248.6","n/a","United States","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/itg",
"ISBC","Investors Bancorp, Inc.","12.19","4211693211.45","n/a","United States","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/isbc",
"IRET","Investors Real Estate Trust","6.9","866286043.8","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iret",
"IRET^","Investors Real Estate Trust","25.3","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iret^",
"IRET^B","Investors Real Estate Trust","25.5","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iret^b",
"ITIC","Investors Title Company","70","140017850","n/a","United States","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/itic",
"NVTA","Invitae Corporation","10.99","349629936.39","n/a","United States","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/nvta",
"NVIV","InVivo Therapeutics Holdings Corp.","9.97","269232681.57","n/a","United States","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nviv",
"IVTY","Invuity, Inc.","14.47","192523567.05","n/a","United States","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ivty",
"IO","Ion Geophysical Corporation","0.515","84823689.91","n/a","United States","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/io",
"IPAS","iPass Inc.","1.05","67669378.35","n/a","United States","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/ipas",
"IPCM","IPC Healthcare, Inc.","79.45","1383638196.15","n/a","United States","2008","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ipcm",
"IPGP","IPG Photonics Corporation","82.59","4354506048.66","n/a","United States","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/ipgp",
"IRMD","iRadimed Corporation","24.61","271187434","n/a","United States","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/irmd",
"IRIX","IRIDEX Corporation","7.24","72388995.2","n/a","United States","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/irix",
"IRDM","Iridium Communications Inc","6.88","652568509.12","n/a","United States","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdm",
"IRDMB","Iridium Communications Inc","266","133000000","n/a","United States","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmb",
"IRBT","iRobot Corporation","29.89","892609971.96","n/a","United States","2005","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/irbt",
"IRM","Iron Mountain Incorporated","28.54","6016965306.76","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/irm",
"IRWD","Ironwood Pharmaceuticals, Inc.","11.61","1655294078.16","n/a","United States","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/irwd",
"COMT","iShares Commodities Select Strategy ETF","32.85","262800000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/comt",
"GNMA","iShares Core GNMA Bond ETF","49.983","59979600","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnma",
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","37.73","60368000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifeu",
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","28.07","889819000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifgl",
"ACWX","iShares MSCI ACWI ex US Index Fund","40.09","1788014000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwx",
"ACWI","iShares MSCI ACWI Index Fund","55.15","5989290000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwi",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","53.37","3015405000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aaxj",
"EEMA","iShares MSCI Emerging Markets Asia Index Fund","50.48","138820000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eema",
"EEML","iShares MSCI Emerging Markets Latin America Index Fund","26.4899","7946970","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eeml",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","21.41","414283500","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eufn",
"IEUS","iShares MSCI Europe Small-Cap ETF","45.62","52463000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ieus",
"QAT","iShares MSCI Qatar Capped ETF","21.65","47630000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qat",
"UAE","iShares MSCI UAE Capped ETF","17.53","28924500","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uae",
"IBB","iShares Nasdaq Biotechnology Index Fund","353.4","8817330000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibb",
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","83.86","381563000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/soxx",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","28.2","54990000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","9.38","72226000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icln",
"WOOD","iShares S&P Global Timber & Forestry Index Fund","47.5","256500000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wood",
"INDY","iShares S&P India Nifty 50 Index Fund","27.15","860655000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/indy",
"ISHG","iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun","80.1","148185000","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ishg",
"IGOV","iShares S&P/Citigroup International Treasury Bond Fund","91.81","426916500","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igov",
"ISIS","Isis Pharmaceuticals, Inc.","54.39","6524749823.34","n/a","United States","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/isis",
"ISLE","Isle of Capri Casinos, Inc.","19.93","810955586.35","n/a","United States","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/isle",
"ISR","IsoRay, Inc.","1.53","84007993.05","n/a","United States","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/isr",
"ISRL","Isramco, Inc.","118.25","321366960.75","n/a","United States","1983","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/isrl",
"ISDR","Issuer Direct Corporation","7.59","17721374.88","n/a","United States","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/isdr",
"STAR          ","iStar Financial Inc.","13.05","1116662713.2","n/a","United States","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/star          ",
"STAR^D","iStar Financial Inc.","24.2","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^d",
"STAR^E","iStar Financial Inc.","23.56","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^e",
"STAR^F","iStar Financial Inc.","23.56","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^f",
"STAR^G","iStar Financial Inc.","23.18","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^g",
"STAR^I","iStar Financial Inc.","23.1","0","n/a","United States","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^i",
"ITC","ITC Holdings Corp.","31.93","4985690883.58","n/a","United States","2005","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/itc",
