SYMBOL,NAME,EXCHANGE
IJJ,ISHARES S&P; MID-CAP 400 VALUE,PCX
YSTW.AX,STR TRKS S&P;/ASX 200 FUND,ASX
CSBR.MI,ISHS MSCI BR USD-AC,MIL
XDAX.ST,DBXT DAX 1C,STO
FHK,FIRST TRUST HONG KONG ALPHADEX ETF,PCX
FSL.TO,FT SENIOR LOAN ETF CAD HDG COMM,TOR
161520.KS,ARIRANG AUTO,KSC
GC40.DE,A CAC40 UCITS ETF C,GER
O039.L,ISHARES PLC ISHARES DJ STOXX 60,LSE
X03B.DE,DBX SOV 1-3 1DD,GER
DBXN.DE,DBX SOV EUR 1C,GER
SDHY.L,ISHARES $ SHRT DUR HI YLD CORP BD,LSE
M9SC.DU,RBS M A RICI M C,DUS
RWW-B.TO,FIRST ASSET MSCI WLD LR WTD UH ,TOR
RGLDOH.SW,RAIFFETF-SGOLDOHCHF,EBS
10207648.DU,A WLD EX EU ETF EUR,DUS
19871660.SG,XSTR 17 SRFRN-S,STU
EXH9.MU,ISHSEU600UTIL,MUN
XCHE.DE,DBXT CSI300 ENE 1C,GER
SCJ.MX,ISHS MSCI JP SM CAP,MEX
IUSE.BE,ISHS EM MKS ISL G-C,BER
LYYQ.SG,L UC ETF E600 INSUR,STU
82822.HK,CSOP FTSE CHINA A50 ETF,HKG
SC0W.SG,SOU 600 BAS EUR-AC,STU
XLIN.L,DB X-TRACKERS II DBX CDX NA IG ,LSE
MIVA.DU,A ETF MIN VOL U ETF,DUS
RIO.PA,L UC ETF BRAZ C EUR,PAR
55UA.L,DISHTV/HSBC 16,LSE
BEAR-ENERGI-X3-H.ST,BASKET/SHB 21 NTS,STO
CRED,ISHARES CORE US CREDIT BOND,PCX
IYK,ISHARES US CONSUMER GOODS,PCX
3LSI.L,BOOST ISSUER PUBLIC LIMITED COM,LSE
136280.KS,KODEX CONSUMER GOODS,KSC
DBXV.HM,DBX RUSSIA CAP 1C,HAM
KCSVE5ESHB.ST,OMXS30/SHB 15 CT,STO
X24F.BE,EUR STX 50 UC ETF D,BER
EXH3.F,ISHSE600FB(DE),FRA
DBX6.DU,DBXT MSCI BRAZ 1C,DUS
XCS6.F,DBXT MSCI CHINA 1C,FRA
LYMC.HM,L UC ETF KOR C EUR,HAM
ERC.PA,MUL LY SM EU 50 CC,PAR
YCL,PROSHARES ULTRA YEN,PCX
XGIN.SW,DBX GLBL ILU EUR 1C,EBS
X03F.SG,DBX SOV EUR 4DD,STU
IQQW.DE,ISHS MSCI WORLD USD,GER
ESEE.SG,S&P500; E UC ETF EUR,STU
LYY1.F,L UC ETF EMU SM CAP,FRA
IQQJ.MU,ISHS MSCI JAP G-CT,MUN
EL4M.F,DK IB LSD 3-5,FRA
HRTA25-1.TA,TA25/HAREL SAL S1,TLV
DBXQ.MU,DBX SOV EUR 3-5 1C,MUN
IQQL.F,ISHS LIS PRI E G-CT,FRA
LXF.TO,FIRST ASSET CAN-60 COVERED CALL ETF COMM,TOR
18MK.HM,AM MSCI IND ETF EUR,HAM
CE71.L,ISHARES VII PLC ISHARES EUR GOV,LSE
EL42.SG,DK MSCI EUR ETF,STU
YXM.TO,FIRST ASSET MSTAR US MOM ETF CADH COMM,TOR
77DK.L,INDEX/RBS 15,LSE
11291132.DU,LONG DAT AL CO G-CT,DUS
1697252.DU,HSBC CAPITAL VRN,DUS
128879.L,PRMH/HSBC 16 ELN,LSE
79DN.L,,
SC00.DE,SOU 600 CHM EUR-AC,GER
10482671.DU,DBXT SE600 BRS 1CC,DUS
VIOV,VANGUARD S&P; SMALL-CAP 600 VALUE ETF,PCX
CAEUBH.SW,UBS ETF MC100HE AC,EBS
EMDV.SG,SPDR S&P; EMG USD,STU
EUN5.SG,ISHS CR EUR CRP EUR,STU
LCNP.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
STABAETF-NIF-S.ST,NOR STAB EQUI K,STO
INDG-35.TA,GIL/INDEX SAL S35,TLV
FGM,FIRST TRUST GERMANY ALPHADEX ETF,PCX
UIMD.MU,UBS ETF MSCI PA AD,MUN
XGVD.F,DBXT2 GL SU  1DD,FRA
21971617.SW,UBS ETF ME100HG AC,EBS
DXS1.SG,DBXT2 GBP CASH 1D,STU
P93882.MI,BPAENI17.81E15,MIL
EUNP.HM,ISHS S&P; 500 G-CT,HAM
IBCA.F,ISHS EU GOV BD G-CT,FRA
RSVL.L,LYXOR INTERNATIONAL ASSET MANAG,LSE
DBJP,DEUTSCHE X-TRACKERS MSCI JAPAN HEDGED EQ,PCX
CSCA.MI,ISH MSCI CAN USD-AC,MIL
ZCM.TO,BMO MID CORPORATE BOND ETF,TOR
CSCL.SW,ISHS MSCI CH USD-AC,EBS
FENY,FIDELITY MSCI ENERGY ETF,PCX
3331944.DU,NMX30 ING TEUE AC,DUS
EXSA.MI,ISHS STX EUR600,MIL
E127.F,COMS MSCI EM IC,FRA
JPNH.SG,L UCITS JAP D EUR,STU
DXS7.HM,DBXT FTSE VIETN 1C,HAM
UDIBONO141218.MX,4.5 MEXICO 14,MEX
BLNG,IPATH PURE BETA PRECIOUS METALS ETN,PCX
LYYP.BE,L UC ETF EU 600 BKS,BER
C002.HM,COMS FR DAX IDD,HAM
EXV2.DE,ISHSEU600TELEC,GER
CEBF.DE,ISHS MSCI CH USD-AC,GER
EXVM.MU,ISH ERMONEY MKT,MUN
LLST.MI,LLST/ETFS,MIL
IS3C.BE,ISH J.P.MO USD G-CT,BER
EPRO,ADVISORSHARES EQUITYPRO ETF,PCX
8H81.F,COMS FTSE100 IC,FRA
LCFE.L,ETFS COMMODITY SECURITIES LIMIT,LSE
RGLDS.SW,RAIFFETF-SGOLDA USD,EBS
20974082.AS,VANGUARD FTSE APXJ,AMS
IKOR.MI,ISHS MSCI KOREA USD,MIL
EXX3.MU,IS EUR STX TECH,MUN
FNDB,SCHWAB FUNDAMENTAL US BROAD MARKET ETF,PCX
C2U.PA,AM MSCI USA UC ETF,PAR
SHORT-CHF-B-S.ST,CHF/SEK/SEB 21 NTS,STO
C011.F,COMS NASDAQ 100 IC,FRA
EQQQ.F,POWSHS EQQQ NQ USD,FRA
104520.KS,KOSEF BLUECHIP,KSC
DXSB.HM,DBX GLBL DIV 100 1D,HAM
EGRW,ISHARES MSCI EMERGING MARKETS GROWTH,PCX
24075571.DU,1.875 SWISSCOM/LU21,DUS
WOMV.MI,OL WMV UE1CC,MIL
XMJD.L,DB X-TRACKERS DBX MSCI JAPAN ID,LSE
LYMTC.SW,L UCITS 5-7Y INV GR,EBS
E129.DU,COMS S&P; S40I IC,DUS
18M2.BE,A EMU HI DIV UC ETF,BER
EXW1.HM,ISHS EUSTX 50,HAM
SC0J.F,SO MSCI WO USD-A-AC,FRA
XMEN.L,DB X-TRACKERS DBX MSCI EM TELEC,LSE
KSBO-126.TA,TABIOMED/KSM S126,TLV
99XB.L,CATERING/HSBC 15ELN,LSE
10482705.DU,DBXT SE600 IGS 1CC,DUS
ITF,ISHARES JAPAN LARGE-CAP,PCX
IBMH,ISHARES IBONDS SEP 2019 AMT-FREE MUNI BD,PCX
6PSC.SG,POWSHS FTSE EUR EUR,STU
VXUS,VANGUARD TOTAL INTERNATIONAL STOCK ETF,PCX
SPY4.F,SPDR S&P; 400 USD-AC,FRA
EUNV.SG,ISHS EUR ST 50 G-CT,STU
XEH.TO,ISHARES MSCI EUROPE IMI (CAD-HEDGED),TOR
10599441.SW,UBSSXIREFD CHF IDIS,EBS
MUB,ISHARES NATIONAL AMT-FREE MUNI BOND,PCX
C022.HM,COMS HSI IC,HAM
BBCK.F,POW US BUY ARCH USD,FRA
NRGU.L,LYXOR ETF S&P; 500 CAPPED ENG SCT C-USD,LSE
SWER-BEAR.ST,SR BEAR -1,STO
SC0W.HM,SOU 600 BAS EUR-AC,HAM
DBXH.MU,DBX GLBL ILU EUR 1C,MUN
CSUS.AS,ISHS MSCI US USD-AC,AMS
VT,VANGUARD TOTAL WORLD STOCK ETF,PCX
EEX5.L,ISHARES III PLC ISHARES EUR CRP,LSE
XDXE.SG,DBXT2 EUR S DSD 1C,STU
ZINC.L,ETFS COMMODITY SECURITIES LIMIT,LSE
18MJ.DE,AM MSCI GERM UC ETF,GER
77YW.L,CQBR/HSBC WT20,LSE
D5BK.DE,DBXT E/N DE RE 1C,GER
EUNI.DU,ISHS MSCI EM M G-CT,DUS
92TQ.L,YANZ/HSBC WT19,LSE
11567720.SG,F4LDAXF/COBA ZT,EWX
XMK9.DE,DBXT MSCI JAP 4C,GER
C023.DU,COMS HSCEI IC,DUS
XKSD.L,DB X-TRACKERS DBX MSCI KOREA ID,LSE
CH5.L,AMUNDI ETF MSCI EUROPE HEALTHCARE A/I,LSE
36HN.L,DSI/HSBC 17,LSE
AMEW.DU,A WLD UCITS ETF EUR,DUS
6PSK.SG,POWSHS FTSE E-M EUR,STU
IS0R.SG,ISHS USD HI YLD USD,STU
V32C.BE,DIREX DLY RE BER 3X,BER
4482173.SW,JB PHYSGD AX (CHF),EBS
DBPQ.F,DBXT MSCI W CS 1C,FRA
60XT.L,MLS/HSBC WT19,LSE
DXD.MX,PROSH ULTRADOW30,MEX
20557019.SW,UBS ETF SF510 AD,EBS
FEP.MX,FT EUROPE ALPHADEX,MEX
C060.BE,COMS SE600 IC,BER
ISJP.L,ISHARES III PLC ISHARES MSCI JP,LSE
UKEUBH.SW,UBS ETF MU100HE AC,EBS
10XP.L,CHNUNI/HSBC 21 ,LSE
ESTX,SOURCE EURO STOXX 50 ETF,PCX
X63924.TI,BSKT/SG ISSUER 17,TLO
EWJ,ISHARES MSCI JAPAN,PCX
C101.BE,COMS C FED ERI IC,BER
GC40.MU,A CAC40 UCITS ETF C,MUN
ISVU.MU,ISHS MSCI SW CP IDX,MUN
IBCB,ISHARES IBONDS MAR 2016 CORP EX-FINCLS,PCX
X013.DE,COMS M N AMER IC,GER
LYPB.DU,MUL LY W CO STA CC,DUS
CLU-A.TO,ISHARES US FUNDAMENTAL INDEX ET,TOR
UEF9.F,UBS ETF BUSLC AD,FRA
KSMRS-10.TA,RTY/KSM SAL S10,TLV
VGK,VANGUARD FTSE EUROPE ETF,PCX
EXHC.DU,IS ERGG 2.5-5.5,DUS
KTB20-11.TA,TB20/KSM SAL S11,TLV
CLG.TO,ISHARES 1-10 YEAR LADDERED GOVT BD COMM,TOR
IQQS.MU,ISHS EUR ST SM G-CT,MUN
KSS&P-53.TA,BSKT/KSM CRT S53,TLV
X86047.TI,BSKT/SG ISSUER 14,TLO
KBWY,POWERSHARES KBW PREMIUM YLD EQ REIT ETF,PCX
MATW.BR,MUL LY W MATER C ,BRU
IEFA.MX,ISHS CORE EAFE,MEX
AGRP.L,ETFX S-NET ITG GLOBAL AGRI BUSINESS FUND,LSE
RWV,REVENUESHARES NAVELLIEROVERALL A-100 ETF,PCX
JP1407.MI,JPSEUS503284.28E16,MIL
BULL-SOCKER-X2-H.ST,SUGAR/SHB 40 CT,STO
TRSY,PIMCO BROAD U.S. TREASURY INDEX ETF,PCX
INDSR-51.TA,SHA/INDEX SAL S51,TLV
IBEL.AS,ISHS BEL GOV BD EUR,AMS
39BF.L,CHINA SHE/HSBC WT19,LSE
EXX5.MU,ISHS DJ US SLDV,MUN
18313604.SW,ZKB SILVERETF AAHEU,EBS
EXUK.L,LYXOR ETF FTSE DEV EURP EX-UK (DR) C-GBP,LSE
ICLN.MX,ISH SP GL CL EN,MEX
EXV4.BE,ISHSTE600HCUC,BER
TMF,DIREXION DAILY 20+ YR TRSY BULL 3X ETF,PCX
VJPN.AS,VA FTSE JAP ETF USD,AMS
FRI,FIRST TRUST S&P; REIT ETF,PCX
DX2D.DE,DBX LPX PE 1C,GER
SPLA.MI,SPLA/ETFS,MIL
EXXY.SG,ISH DVCMSP T,STU
PSWD.SG,POSH FTSE WORLD USD,STU
C074.BE,COMS S600 RE IC,BER
11127099.DU,MUL LY SP500 D,DUS
006208.TW,FUBON FTSE TWSE TAIWAN 50 ETF,TAI
HEJ.TO,HORIZONS ENH INC INTL EQUITY ETF COMM,TOR
ISRPF.PK,ISHARES PLC,PNK
HRT75-11.TA,TA75/HAREL SAL S11,TLV
AGRI.MI,GO S-NET GLB AG USD,MIL
IWDE.L,ISHARES MSCI WORLD EUR HEDGED,LSE
GRN,IPATH GLOBAL CARBON ETN,PCX
61RQ.L,HNTV/HSBC WT20,LSE
XVX.TO,ISHARES S&P;/TSX VENTURE,TOR
SUAG.L,ISHARES II PLC ISHARES US AGGRE,LSE
O081.L,ISHARES PLC ISHARES EUR GOVERNM,LSE
C5S.SW,AM EU STX 50 UC ETF,EBS
LYQ7.SG,L UC ETF INF INV GR,STU
ECB.PA,L UC ETF COV BD AGG,PAR
ELF0.SG,DK DAX FNC 30,STU
RXD,PROSHARES ULTRASHORT HEALTH CARE,PCX
UVG,PROSHARES ULTRA RUSSELL1000 VALUE,PCX
C031.DE,COMS ATX IC,GER
DXT21.MC,DBX S&P500; X2 SH 1C,MCE
DXSH.BE,DBXT SE600 TEC 1C,BER
PIO.MI,POWSHS GLOB WAT EUR,MIL
EXXT.DE,ISHS NASDAQ-100,GER
M9SJ.F,RBS M A D RUSS C,FRA
IDBT.L,ISHARES $ TREASURY BOND 1-3YR,LSE
LYPE.HM,MUL LY W HEAL C CC,HAM
3GIS.L,BOOST GILTS 10Y 3X SHORT DAILY ETP,LSE
ZROZ,PIMCO 25+ YEAR ZERO COUPON U.S. TRS ETF,PCX
FBZ,FIRST TRUST BRAZIL ALPHADEX ETF,PCX
ZPR5.F,SSGA SPDR ME LY USD,FRA
TCGLL-20.TA,GLL/TACHLIT GL S20,TLV
FFL-U.TO,IPATH US TREASURY FLATTENER ETN,TOR
IM2R.F,NMX30 ING TEUE AC,FRA
IUS5.DU,ISHS GLB INF L G-CT,DUS
XDEV.L,DB X-TRACKERS EQUITY VALUE FACTOR (DR)1C,LSE
K-MXFE20.TA,MXFEJ/KSM SAL S20,TLV
RUSSDX.MI,RBS M A D RUSS C,MIL
IS0C.SG,ISHS AGRIBUS G-CT,STU
UIMI.HM,UBS ETF MSCI EM AD,HAM
AEJL.L,LYXOR ETF MSCI AC ASIA PAC EX JPN CUSD,LSE
HMLD.L,HSBC MSCI EM LA ETF,LSE
SEU3.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
UDITRACISHRS.MX,ISHS UDITRAC,MEX
GB5.BE,ETFS PHYS GOLD,BER
IYT,ISHARES TRANSPORTATION AVERAGE,PCX
LYPL.HM,L UC ETF E/N D EUR,HAM
DLR.TO,HORIZONS U.S. DOLLAR CURRENCY ETF,TOR
IQQI.DE,ISHS GLB INFRA G-CT,GER
13VV.L,HB/HSBC 15 ELN,LSE
0053.TW,YUANTA SECURITIES,TAI
PALL,ETFS PHYSICAL PALLADIUM,PCX
SPXL,DIREXION DAILY S&P500; BULL 3X ETF,PCX
HEEM,ISHARES CURRENCY HEDGED MSCI EMERG MKTS,PCX
XCHD.SG,DBXT CSI300 CD 1C,STU
PFT.PA,POWSHS FTSE US USD,PAR
MGT.MI,L UCITS GLOB TIT 50,MIL
OXF-A.TO,FIRST ASSET CAN-ENERGY CVR CALL,TOR
SXR5.DE,ISHS MSCI JP USD-AC,GER
67ZI.L,,
LYYG.F,LYX UC ETF TURKEY,FRA
SBND,POWERSHARES DB 3X SHRT 25+YR TRSY BD ETN,PCX
CU2.MI,A USA UCITS ETF EUR,MIL
IUS5.F,ISHS GLB INF L G-CT,FRA
SWUSAH.SW,UBSETFMS100HUAD,EBS
BER1.SG,SPINV GL VAL RC,STU
O107.L,ISHARES PLC ISHARES MSCI EMERGI,LSE
CD40.DE,COMS CAC 40 IC,GER
VIS,VANGUARD INDUSTRIALS ETF,PCX
BBEM.PA,L U ETF E BEY C USD,PAR
LVC.PA,L U ETF D LEV CAC40,PAR
H4ZL.F,HSBC FTSE EPRA G-CT,FRA
22284045.SW,UBS ETF MJ100HG AC,EBS
X507.DE,COMS ILSD10-15 IC,GER
IEUX.SW,ISHS MSCI EX-UK EUR,EBS
IQQM.DU,ISHS EUR STOXX G-CT,DUS
RIOU.L,LYXOR INTERNATIONAL ASSET MANAG,LSE
ETLU.SG,GO DAXGLB ALTE G-CT,STU
EUMV.MI,OL IS EU MV UE1CC,MIL
VSXX.L,IPATH VSTOXX SH-TERM FUTURES TR (DE) ETN,LSE
HIDD.L,HSBC MSCI INDONESIA ETF,LSE
C021.HM,COMS TOPIX IC,HAM
EEMV,ISHARES MSCI EMERGING MARKETS MINI VOL,PCX
XCX6.L,DB X-TRACKERS DBX MSCI CHINA ET,LSE
X501.BE,COMS ILSD 3M1 IC,BER
OLBP.L,ETFS OIL SECURITIES LIMITED ETF,LSE
XWXU.L,DB X-TRACKERS DB X-TRACKERS FTS,LSE
GDX.MX,MKET VECT GLD MIN,MEX
XDGM.SG,DBX MTTLST 1D EUR D,STU
XU85.SG,HSBCGL ESI J EQ PD,STU
MVUS.L,"ISHARES VI PLC (THE ""COMPANY"") ",LSE
UEF0.DE,UBS ETF BUSLC AHC,GER
3HCL.L,BOOST COPPER 3X LEVERAGE DAILY ETP,LSE
XXM-B.TO,FA MORNINGSTR US VALUE IDX UNHD,TOR
ZGLDEU.SW,ZKB GOLD ETF AA EUR,EBS
MUAD,ISHARES 2015 AMT-FREE MUNI TERM,PCX
IQQM.HM,ISHS EUR STOXX G-CT,HAM
XBAG.L,DB X-TRACKERS II DB X-TRACKERS ,LSE
LEMV.L,OSSIAM LUX OSSIAM ISTOXX EURP M,LSE
IQQQ.F,ISHS GLB WATER G-CT,FRA
INGL7-54.TA,GALIL/INDEX SAL S54,TLV
18M2.SG,A EMU HI DIV UC ETF,STU
540U.SG,AM GR 7-10 UC ETF C,STU
96AN.L,GF SEC/HSBC WT21,LSE
UBM,UBS ETRACS CMCI INDL MTLS TOT RET ETN,PCX
12403105.PA,HSBC S&P; 40 USD,PAR
IBGL.SW,ISHS EUR GOV BD EUR,EBS
SNIK.MI,SNIK/ETFS,MIL
SXRG.HM,ISHS MSCI US USD-AC,HAM
PEPRA-15.TA,EPRA/PSAGOT BASKET,TLV
XTXC.SW,DBX I CROS1C,EBS
LYY1.SG,L UC ETF EMU SM CAP,STU
IBTSN.MX,ISHS USD TRE BD USD,MEX
MFE.PA,L UCITS MSCI EMU,PAR
C2MV.SW,OL IS EU MV 2CC,EBS
EU35.L,SSGA SPDR ETFS EUROPE II PLC SP,LSE
EXSG.F,ISHSEUSTXSLDV30,FRA
EL-S.ST,EL/SEB 22 NTS,STO
SMLM.SG,SRC RU EUR EUR-A-AC,STU
PJS2.SG,PIMCO EUR AD GV EUR,STU
ISXF.L,,LSE
61BU.L,BASKET/RBS 15,LSE
FUTS,PROSHARES MANAGED FUTURES STRATEGY,PCX
D5BG.BE,DBX IE LC 1C,BER
10010723.DU,ISHS MSCI JAP G-CT,DUS
IM2E.DU,S&P; GSCICC35/20 AUC,DUS
PJS1.F,PIMCO EUR SH MT EUR,FRA
EXX7.DU,ISHS NIK 225 UC,DUS
PWO,POWERSHARES DYNAMIC OTC,PCX
LYBNK.SW,L UC ETF EU 600 BKS,EBS
INAA.L,ISHARES PLC ISHARES MSCI NORTH ,LSE
O082.L,ISHARES PLC ISHARES EUR INFLATI,LSE
SHORT-JPY-B-S.ST,JPY/SEK/SEB 21,STO
4JZ3.HM,SPDR S&P600; SCV ETF,HAM
ZFL.TO,BMO LONG FEDERAL BOND ETF,TOR
1576400.BE,6.85 HBOS CAPITAL ,BER
10407878.DU,SOU 600 BAS EUR-AC,DUS
VFEM.PA,VAN FTSE EM MA USD,PAR
SEUC.L,SPDR® BARCLAYS 0-3 YEAR EURO CORP BD ETF,LSE
EMRE,GUGGENHEIM EMERGING MARKETS REL EST ETF,PCX
LYYA.DU,L UC ETF WLD D EUR,DUS
OSXA.F,OL WMV UE1CC,FRA
FXC.L,ISHARES PLC ISHARES CHINA LARGE,LSE
LYYA.SG,L UC ETF WLD D EUR,STU
10804967.DU,DBX SHORTDAX X2 1C,DUS
HKOR.L,HSBC ETFS PLC HSBC MSCI KOREA U,LSE
CWF.L,AMUNDI ETF MSCI WORLD FINANCIALS EUR A/I,LSE
HWWA.L,HSBC ETFS PLC HSBC WORLDWIDE EQ,LSE
DAXX.L,MULTI UNITS LUXEMBOURG LYXOR UC,LSE
94UP.L,SOP/HSBC WT20,LSE
JPIN,JPMORGAN DIVERSIFIED RT INTL EQTY ETF,PCX
SCAN.L,ISHARES III PLC ISHARES MSCI CA,LSE
UIM0.DE,UBS ETF M EEXUK AD,GER
XMWO.SW,DBXT MSCI WORLD 1C,EBS
STXX,ALPS STOXX EUROPE 600 ETF,PCX
LYYA.DE,L UC ETF WLD D EUR,GER
UQXA.SG,DEPFA FDG VRN REG-S,STU
PBN60-99.TA,TB60/PSGT IND S99,TLV
18MH.SG,A MSC EMU UCITS ETF,STU
IS3E.BE,ISHS GL CO BN USD,BER
SXR8.DE,ISHS CR 500 USD-AC,GER
DJP,IPATH DJ-UBS CMDTY TR ETN,PCX
XMPT,MARKET VECTORS CEF MUNICIPAL INCOME ETF,PCX
EXVM.SG,ISH ERMONEY MKT,STU
MA06.VI,RBS M A FT AT40 C,VIE
BCM,IPATH PURE BETA BROAD COMMODITY ETN,PCX
TCLTMR-6.TA,BASK/TACHLIT CMP S6,TLV
BEAR-APELS-X2-H.S,,
SGBP.L,ETFS FOREIGN EXCHANGE LIMITED E,LSE
FFR,FIRST TRUST FTSE EN DEV MKTS REL EST ETF,PCX
540S.SG,AM GRAD 3-5 ETF C,STU
RICI.L,RBS MARKET ACCESS RBS MARKET AC,LSE
IND60-41.TA,TB60/INDEX SAL S41,TLV
PXH.MX,PWSH FTSERAFI EM PR,MEX
XSLI.SW,DBXT SLI 1D,EBS
ES5R.DE,EUR SECTR U E RC,GER
BULL-SEB-X2-H.ST,SEBA/SHB CT 40,STO
BDH,BROADBAND HOLDRS,ASE
XS7R.L,DB X-TRACKERS DBX STOXX EUROPE ,LSE
ZUQ.TO,BMO MSCI USA HIGH QUALITY INDEX ETF,TOR
CBUSH.SW,UBS ETF BUSLC AHD,EBS
10ID.L,HIWIN/HSBC WT21,LSE
EM13.MI,L UCITS 1-3Y INV GR,MIL
IQQ6.MU,ISHS DEV MK PRO G-C,MUN
22491970.SW,UBS ETF MS2035 AC,EBS
K-MSCI30.TA,MXES/KSM SAL S30,TLV
IDTW.L,ISHARES MSCI TAIWAN,LSE
CSNDX.SW,ISHS NASDAQ USD-AC,EBS
FCOM,FIDELITY MSCI TELECOMMUNICATION SVC ETF,PCX
CC4.SW,AM CORP UCITS ETF C,EBS
C073.DE,COMS S600 PHG IC,GER
IEGY.L,ISHARES III PLC ISHARES EURO GO,LSE
3567444.IR,POWSHS FTSE EUR EUR,ISE
XD3E.MI,DBXT ESS D30 1D,MIL
H4ZG.DU,HSBC MSCI BRAZ G-CT,DUS
EMMEUA.MI,UBS ETF MSCI EM AD,MIL
SMEA.MI,ISHS MSCI EUR-ACC,MIL
XC4S.SW,DBXT CAC 40 SH 1C,EBS
XWSU.L,DB X-TRACKERS DB X-TRACKERS MSC,LSE
EEE.AS,FTSE E E TEUE CD,AMS
XCHB.SG,DBXT CSI300 BAN 1C,STU
H4Z2.HM,HSBC MSCI TURK USD,HAM
INSTHE,PIMCO STHY CORP BOND INDEX SOUR,NIM
CD91.SW,COMS NY A GOLD IC,EBS
DEM.MX,WT EM EQ INCM-SBI,MEX
FYX.MX,FT SC CORE ALPHADEX,MEX
M9SJ.MU,RBS M A D RUSS C,MUN
PWD.PA,POWSHS FTSE M-S EUR,PAR
XREA.SG,DBX EPRA EURXUK-AC,STU
D5BK.SG,DBXT E/N DE RE 1C,STU
EXM.TO,FIRST ASSET MSTAR EM COMP BD ETF COMM,TOR
XS6R.MI,DBXT SE600 UT 1C,MIL
IUSA.DE,ISHS S&P500; USD,GER
FEM,FIRST TRUST EMERGING MRKTS ALPHADEX ETF,PCX
XMT.BE,ISHS SMI R CH,BER
79DM.L,,
LYMZ.HM,L UC ETF STX 50 LEV,HAM
GRAF.L,ETFS COMMODITY SECURITIES LIMIT,LSE
GLDE,ADVISORSHARES INTERNATIONAL GOLD ETF,PCX
PSG50-20.TA,MC50/PSAGOT S20,TLV
UKDV.L,SPDR® S&P; UK DIVIDEND ARISTOCRATS ETF,LSE
SHPP.L,ETFX DAXGLOBAL SHIPPING FUND,LSE
OSX4.F,OL IS EU MV UE1CC,FRA
QQC.TO,POWERSHARES QQQ (CAD HEDGED) ETF,TOR
AAA.AX,BETASHARES AUS HIGH INTEREST CASH ETF,ASX
UBUD.DU,UBS SO GL GO USD-A-,DUS
WAT.PA,L U ETF W WAT D EUR,PAR
C068.BE,COMS S600 HC IC,BER
CEMU.AS,ISHS MSC EMU EUR-AC,AMS
18M3.SG,AM EU BKS UCITS ETF,STU
DX2A.F,DBXT SE6 OG SH 1C,FRA
LYQ8.DU,L UC ETF R EU D EUR,DUS
GSGO,ALPS/GS MOM BLDR GR MKTS EQ& US TRS ETF,PCX
XSS.PA,DBX S&P500; SH 1C,PAR
XEDS.MI,DBXT ES50 DS 1C,MIL
IS0Y.MU,ISHS EUR CRP I G-CT,MUN
NICK.L,ETFS COMMODITY SECURITIES LIMIT,LSE
RQFI.F,DBX HGI CSI300DR D,FRA
EUN1.DE,ISHS STOXX EURO EUR,GER
M9SY.DE,RBS M A FR MKTS C,GER
VRP,POWERSHARES VARIABLE RATE PREFERRED ETF,PCX
XCS4.MI,DBXT MSCI THAI 1C,MIL
DBX6.F,DBXT MSCI BRAZ 1C,FRA
LYYE.DE,L UCITS RUSS C EUR,GER
FCHI,ISHARES FTSE CHINA,PCX
BK0B.BE,ISH MSCI RU CAP,BER
EXHB.DU, ISERGG 1.5-2.5,DUS
FSEUFI.SW,UBS ETF ES50A,EBS
SYBU.F,SPDR BAR US AG USD,FRA
SPOG.L,ISHARES V PUBLIC LIMITED COMPAN,LSE
EL4Q.MU,DK IB LSD 10+,MUN
ZEF.TO,BMO EMERGING MARKET BND HDGD TO CAD ETF,TOR
18168423.DU,UBS SO GL GO USD-A-,DUS
IUS1.BE,ISHS AS PAC DIV USD,BER
C077.SW,COMS S600 TELE IC,EBS
LYSX.MU,L UC ETF S 50 D EUR,MUN
38SV.L,CHINACOAL/HSBC WT19,LSE
CC4.MI,AM CORP UCITS ETF C,MIL
LNRG.L,ETFS COMMODITY SECURITIES LIMIT,LSE
VIIX,VELOCITYSHARES VIX ST ETN,PCX
TAUR-BTU.ST,TAURUS ENERGY I14,STO
FLN,FIRST TRUST LATIN AMERICA ALPHADEX ETF,PCX
AUNZ,WISDOMTREE AUSTRALIA & NZL DBT ETF,PCX
IHRMF.PK,ISHARES MSCI JAPAN,PNK
XMAF.L,DB X-TRACKERS DBX MSCI EFM AFRI,LSE
DXS6.SG,DBXT MSCI PAC 1C,STU
KBWX,POWERSHARES KBW INTERNATIONAL FINANCIAL,PCX
45DQ.L,JOYOUNG/HSBC WT20,LSE
FOO.MI,L U ETF 600 F & BEV,MIL
SPHD,POWERSHARES S&P; 500 HIGH DIVIDEND ETF,PCX
KRW.L,LYXOR ETF MSCI KOREA C-USD,LSE
C063.DE,COMS S600 BR IC,GER
LQDG.L,ISHARES PLC ISHARES $ CORP BND ,LSE
XDDX.DE,DBXT DAX U IN 1DD,GER
71XE.L,DIB/HSBC 16 VRN,LSE
114800.KS,KODEX INVERSE,KSC
CSH.PA,L UC ETF EURO CASH,PAR
IBCH.HM,ISHS MSCI WD G-CT,HAM
LYQ7.HM,L UC ETF INF INV GR,HAM
EXUEUA.SW,UBS ETF M EEXUK AD,EBS
HVU.TO,HORIZONSBETAPRO S&P500; VIX ST FUT BP ETF,TOR
WRDUSZ.SW,,
LGQI.HM,MUL LY SG GQIN D,HAM
